,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed,Created,Importance,Description
3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,3791,205321,File System,btrfs,fs_btrfs,NEW, ---,potential data race on cur_trans->aborted in btrfs,2019-10-28 13:58:22,2019-10-26 04:25:00,P1 normal,
3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,205325,File System,btrfs,fs_btrfs,NEW, ---,potential data race in btrfs_leak_debug_check(),2019-10-28 13:10:14,2019-10-26 05:27:00,P1 normal,
3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,205343,File System,btrfs,fs_btrfs,NEW, ---,btrfs check reports non-existing errors when using btrfs-utils version 5.3 and 5.3.1,2019-10-28 07:00:43,2019-10-28 06:59:00,P1 normal,
3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,205391,File System,btrfs,fs_btrfs,NEW, ---,potential data race on `cur_trans->state` in btrfs,2019-11-02 21:25:58,2019-11-02 21:25:00,P1 normal,
3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,3795,205429,File System,btrfs,fs_btrfs,NEW, ---,BUG: KASAN: null-ptr-deref in btrfs_root_node+0x119/0x300,2019-11-05 05:42:14,2019-11-05 05:42:00,P1 normal,
3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,3796,205525,File System,btrfs,fs_btrfs,NEW, ---,Read-only snapshot send speed very slow after modify source subvol data,2019-11-14 09:51:31,2019-11-14 09:51:00,P1 normal,
3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,205539,File System,btrfs,fs_btrfs,NEW, ---,data race on `sb->s_flags & SB_ACTIVE` between iput_final() and generic_shutdown_super(),2019-11-15 16:54:32,2019-11-15 16:54:00,P1 normal,
3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,205561,File System,btrfs,fs_btrfs,NEW, ---,potential data race on inode->i_mode between symlink and rename,2019-11-18 05:27:36,2019-11-18 05:27:00,P1 normal,
3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,3799,205627,File System,btrfs,fs_btrfs,NEW, ---,High load average on 5.3.11 (and 5.3.12),2020-01-30 09:01:35,2019-11-22 08:26:00,P1 normal,
3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,205759,File System,btrfs,fs_btrfs,NEW, ---,Opps during scrub,2019-12-14 07:30:43,2019-12-03 17:33:00,P1 low,
3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,3801,205779,File System,btrfs,fs_btrfs,NEW, ---,kernel BUG at fs/btrfs/relocation.c:2630!,2019-12-06 13:32:20,2019-12-06 13:32:00,P1 normal,
3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,205903,File System,btrfs,fs_btrfs,NEW, ---,Umount rewinds some timestamps,2019-12-18 09:36:54,2019-12-18 09:36:00,P1 normal,
3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,3803,206127,File System,btrfs,fs_btrfs,NEW, ---,WARNING: possible circular locking dependency detected (btrfs backed loop device),2020-01-09 10:45:23,2020-01-08 15:33:00,P1 normal,
3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,206345,File System,btrfs,fs_btrfs,NEW, ---,ERROR: send ioctl failed with -12: Cannot allocate memory,2020-03-02 20:06:28,2020-01-29 10:43:00,P1 normal,
3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,3805,206371,File System,btrfs,fs_btrfs,NEW, ---,BUG() in fs/btrfs/extent-tree.c:1183,2020-01-31 15:54:08,2020-01-31 14:58:00,P1 normal,
3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,206463,File System,btrfs,fs_btrfs,NEW, ---,btrfs-transacti shows tons of disk write according to accounting interface,2020-02-08 13:35:09,2020-02-08 13:35:00,P1 normal,
3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,3807,206477,File System,btrfs,fs_btrfs,NEW, ---,kernel NULL pointer dereference when replaying log after mounting,2020-02-09 23:12:03,2020-02-09 23:06:00,P1 high,
3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,3808,206507,File System,btrfs,fs_btrfs,NEW, ---,BTRFS RAID1 - failed to read chunk root/open_ctree failed,2020-02-20 15:36:30,2020-02-12 15:04:00,P1 normal,
3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,3809,206787,File System,btrfs,fs_btrfs,NEW, ---,btrfs prevents kernel from suspending during qgroup scan,2020-03-08 10:01:07,2020-03-08 10:00:00,P1 normal,
3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,206803,File System,btrfs,fs_btrfs,NEW, ---,mkfs: Need option to set ownership of root dir to allow user snapshot,2020-03-13 19:53:20,2020-03-09 20:17:00,P1 enhancement,
3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,206887,File System,btrfs,fs_btrfs,NEW, ---,Bug in static int btrfs_finish_ordered_io,2020-03-19 16:14:09,2020-03-19 15:49:00,P1 high,
3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,3812,206995,File System,btrfs,fs_btrfs,NEW, ---,[btrfs-progs] conversion of ext4 yields unmountable btrfs,2020-10-03 21:47:03,2020-03-27 07:28:00,P1 normal,
3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,207639,File System,btrfs,fs_btrfs,NEW, ---,Data race on commit->state in wait_for_commit(),2020-05-09 10:34:46,2020-05-09 10:15:00,P1 normal,
3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,207641,File System,btrfs,fs_btrfs,NEW, ---,Data races on root->log_transid and root->last_log_commit in btrfs_add_log_tree(),2020-05-09 10:34:03,2020-05-09 10:30:00,P1 normal,
3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,3815,207643,File System,btrfs,fs_btrfs,NEW, ---,Data race on root->log_transid in btrfs_sync_log(),2020-05-09 10:43:01,2020-05-09 10:42:00,P1 normal,
3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,3816,207645,File System,btrfs,fs_btrfs,NEW, ---,Data race on block_rsv->size in btrfs_use_block_rsv(),2020-05-09 10:53:38,2020-05-09 10:53:00,P1 normal,
3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,3817,207647,File System,btrfs,fs_btrfs,NEW, ---,Data race on block_rsv->size in block_rsv_release_bytes(),2020-05-09 11:11:56,2020-05-09 11:11:00,P1 normal,
3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,3818,207649,File System,btrfs,fs_btrfs,NEW, ---,Data race on cache->free_space_ctl->free_space in btrfs_wait_block_group_cache_progress(),2020-05-09 11:34:11,2020-05-09 11:34:00,P1 normal,
3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,207689,File System,btrfs,fs_btrfs,NEW, ---,btrfs scrub fails if blockdevice if read-only,2022-01-19 10:53:24,2020-05-11 18:58:00,P1 normal,
3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,207691,File System,btrfs,fs_btrfs,NEW, ---,btrfs send/receive crashes when computer is suspended,2020-05-11 19:04:47,2020-05-11 19:04:00,P1 normal,
3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,208075,File System,btrfs,fs_btrfs,NEW, ---,btrfs does not allow remounting rw after a device was initally ro and is now rw,2020-06-08 14:07:10,2020-06-05 14:59:00,P1 normal,
3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,208159,File System,btrfs,fs_btrfs,NEW, ---,"btrfs receive snap ""physical"" before receive is completed",2020-06-15 19:46:01,2020-06-13 23:02:00,P1 enhancement,
3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,208437,File System,btrfs,fs_btrfs,NEW, ---,kernel NULL pointer dereference on clear_state_bit after resuming from suspend,2020-07-05 09:58:06,2020-07-05 09:54:00,P1 high,
3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,208601,File System,btrfs,fs_btrfs,NEW, ---,btrfs filesystem shell command there's a bug,2020-08-11 06:17:37,2020-07-18 08:13:00,P1 normal,
3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,208745,File System,btrfs,fs_btrfs,NEW, ---,"Any way to remove a Btrfs compression flag with ""btrfs property set [..]""?",2020-08-26 10:29:27,2020-07-30 08:53:00,P1 normal,
3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,208789,File System,btrfs,fs_btrfs,NEW, ---,nested subvolume results in empty folder when making snapshot of parent,2020-08-11 06:26:13,2020-08-03 16:25:00,P1 normal,
3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,208795,File System,btrfs,fs_btrfs,NEW, ---,Empty files after sudden power cut,2020-08-03 23:39:43,2020-08-03 23:39:00,P1 normal,
3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,208809,File System,btrfs,fs_btrfs,NEW, ---,Cannot fully re-balance disks.  Rebalance gets stuck moving extents.,2020-08-09 19:40:18,2020-08-04 19:39:00,P1 normal,
3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,208925,File System,btrfs,fs_btrfs,NEW, ---,Reoccurring BTRFS corruption (subvolume stress caused?),2020-08-17 01:09:44,2020-08-17 00:52:00,P1 normal,
3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,208927,File System,btrfs,fs_btrfs,NEW, ---,Invalid pointer dereference in check_extent_item() when mounting crafted btrfs image,2020-08-17 02:14:05,2020-08-17 02:06:00,P1 normal,
3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,208929,File System,btrfs,fs_btrfs,NEW, ---,NULL pointer dereference in extent_io_tree_panic() when mounting crafted btrfs image,2020-12-21 21:25:37,2020-08-17 02:17:00,P1 normal,
3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,208931,File System,btrfs,fs_btrfs,NEW, ---,Kernel BUG in btrfs_find_root() when mounting crafted btrfs image,2020-08-17 02:26:10,2020-08-17 02:25:00,P1 normal,
3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,208933,File System,btrfs,fs_btrfs,NEW, ---,Division by zero in read_one_chunk when mounting crafted btrfs image,2020-08-17 02:31:57,2020-08-17 02:31:00,P1 normal,
3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,209143,File System,btrfs,fs_btrfs,NEW, ---,kernel BUG at fs/btrfs/relocation.c:437!,2020-11-20 17:32:05,2020-09-03 08:00:00,P1 normal,
3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,209153,File System,btrfs,fs_btrfs,NEW, ---,>5.8.0 BUG: kernel NULL pointer dereference with zram + btrfs (compressed),2021-01-03 15:42:12,2020-09-04 19:57:00,P1 normal,
3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,209161,File System,btrfs,fs_btrfs,NEW, ---,btrfs-progs: failed to clone extents during send and receive,2020-09-05 13:17:25,2020-09-05 13:17:00,P1 normal,
3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,209175,File System,btrfs,fs_btrfs,NEW, ---,btrfs send/receive erroneously adds security capabilites to files,2020-09-06 19:46:27,2020-09-06 19:46:00,P1 normal,
3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,209227,File System,btrfs,fs_btrfs,NEW, ---,sftp-server gets blocked on write operation,2020-09-10 18:19:13,2020-09-10 18:18:00,P1 normal,
3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,209383,File System,btrfs,fs_btrfs,NEW, ---,[RFE?] Provide per subvolume filesystem statistics via `btrfs filesystem usage`,2020-09-24 14:45:10,2020-09-24 14:45:00,P1 normal,
3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,209587,File System,btrfs,fs_btrfs,NEW, ---,Divide by zero in calc_stripe_length() with fuzzed image,2020-10-09 18:34:06,2020-10-09 00:43:00,P1 low,
3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,209637,File System,btrfs,fs_btrfs,NEW, ---,WARNING: at kernel/locking/lockdep.c:853 register_lock_class+0xa2/0x680,2020-10-13 02:16:04,2020-10-13 02:12:00,P1 normal,
3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,210069,File System,btrfs,fs_btrfs,NEW, ---,Unable to mount a BTRFS partition: btrfs_replay_log:2289: errno=-22 unknown,2020-11-05 13:41:13,2020-11-05 13:40:00,P1 normal,
3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,210181,File System,btrfs,fs_btrfs,NEW, ---,KASAN: stack-out-of-bounds in check_root_item(),2020-11-13 01:50:23,2020-11-13 01:50:00,P1 normal,
3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,210277,File System,btrfs,fs_btrfs,NEW, ---,kernel: btrfs[53602]: segfault at 7fff4a4af217 ip 000055af44b84264 sp 00007fff464aedc0 error 4 in btrfs[55af44b40000+6c000],2020-11-20 09:45:57,2020-11-20 09:45:00,P1 high,
3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,210281,File System,btrfs,fs_btrfs,NEW, ---,"Disk errors -> unrecoverable BTRFS volume, NTFS partition still OK",2021-05-12 13:51:50,2020-11-20 13:51:00,P1 normal,
3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,210501,File System,btrfs,fs_btrfs,NEW, ---,btrfs replace checks source device size instead of source filesystem size,2020-12-05 18:26:27,2020-12-05 18:26:00,P1 normal,
3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,210521,File System,btrfs,fs_btrfs,NEW, ---,btrfs replace doesn't honor the -r option on raid5 and raid6,2021-02-24 18:05:45,2020-12-06 19:27:00,P1 low,
3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,210555,File System,btrfs,fs_btrfs,NEW, ---,Optimize RAID1 data spread for performance,2020-12-08 15:58:57,2020-12-08 15:58:00,P1 enhancement,
3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,210557,File System,btrfs,fs_btrfs,NEW, ---,Optimize RAID1 data spread for disk failure resilience,2020-12-08 16:06:28,2020-12-08 16:05:00,P1 enhancement,
3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,210561,File System,btrfs,fs_btrfs,NEW, ---,"Verify file checksums on read, not only when (manually) starting scrub",2020-12-10 14:44:09,2020-12-08 16:22:00,P1 enhancement,
3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,210563,File System,btrfs,fs_btrfs,NEW, ---,Allow changing the hash algorithm used on an existing file system,2020-12-08 17:25:25,2020-12-08 17:25:00,P1 enhancement,
3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,210631,File System,btrfs,fs_btrfs,NEW, ---,BTRFS forced readonly after subvolume delete with quota enabled,2020-12-11 15:44:00,2020-12-11 15:44:00,P1 high,
3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,211091,File System,btrfs,fs_btrfs,NEW, ---,Improve balance command and documentation for adding new devices,2021-01-08 13:25:07,2021-01-08 13:25:00,P1 enhancement,
3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,211221,File System,btrfs,fs_btrfs,NEW, ---,btrfs-progs: btrfs check BUG_ON `ret` triggered,2021-01-15 19:11:04,2021-01-15 19:11:00,P1 normal,
3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,211291,File System,btrfs,fs_btrfs,NEW, ---,kernel BUG at fs/btrfs/relocation.c:3489!,2021-01-19 23:59:11,2021-01-19 23:58:00,P1 normal,
3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,211521,File System,btrfs,fs_btrfs,NEW, ---,support (incremental) send|receive'ing snapshots back and forth,2021-02-01 22:49:45,2021-02-01 22:49:00,P1 enhancement,
3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,211623,File System,btrfs,fs_btrfs,NEW, ---,btrfs receive -e on slow link : WARNING: CPU: 2 PID: 675 at fs/btrfs/ctree.h:1530 btrfs_update_device+0x186/0x1a0,2021-02-08 18:05:34,2021-02-08 18:05:00,P1 normal,
3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,212093,File System,btrfs,fs_btrfs,NEW, ---,"btrfs-convert crashes, Unable to find block group for 0",2021-03-07 04:30:50,2021-03-07 04:06:00,P1 normal,
3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,212307,File System,btrfs,fs_btrfs,NEW, ---,reflink inside *same* btrfs fails with `Invalid cross-device link`,2021-03-16 20:29:34,2021-03-16 20:29:00,P1 normal,
3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,212351,File System,btrfs,fs_btrfs,NEW, ---,BTRFS: Enchancement,2021-03-19 05:30:33,2021-03-19 05:30:00,P1 enhancement,
3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,212441,File System,btrfs,fs_btrfs,NEW, ---,"The ""mountpoint"" command should return 0 (true) also for implicit subvolume mountpoints",2021-03-26 15:12:09,2021-03-25 14:14:00,P1 enhancement,
3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,212473,File System,btrfs,fs_btrfs,NEW, ---,BTRFS errors on boot,2021-03-29 11:27:52,2021-03-29 11:25:00,P1 blocking,
3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,212577,File System,btrfs,fs_btrfs,NEW, ---,btrfs on loop device hangs the kernel,2021-04-06 13:08:00,2021-04-06 13:08:00,P1 normal,
3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,212891,File System,btrfs,fs_btrfs,NEW, ---,kernel bug during btrfs device remove when less disk space than needed,2021-04-29 22:52:56,2021-04-29 22:52:00,P1 normal,
3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,212987,File System,btrfs,fs_btrfs,NEW, ---,btrfs: possible NULL pointer dereference in space-info,2021-05-23 15:57:22,2021-05-08 08:24:00,P1 normal,
3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,213043,File System,btrfs,fs_btrfs,NEW, ---,Btrfs partition went RO after dirty shutdown,2021-05-29 15:45:58,2021-05-12 13:51:00,P1 high,
3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,213437,File System,btrfs,fs_btrfs,NEW, ---,btrfs use-after-free refcount_warn_saturate,2021-06-14 22:14:08,2021-06-14 22:13:00,P1 high,
3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,214245,File System,btrfs,fs_btrfs,NEW, ---,kernel BUG at fs/btrfs/relocation.c:2377! while shrinking the drive,2021-09-01 00:29:56,2021-09-01 00:29:00,P1 normal,
3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,214473,File System,btrfs,fs_btrfs,NEW, ---,fstests: failure with generic/647 on btrfs on v5.14.4,2021-09-20 16:48:41,2021-09-20 16:31:00,P1 normal,
3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,214591,File System,btrfs,fs_btrfs,NEW, ---,"command ""btrfs  filesystem du -s ."" tries to descend into network mounts or mount points, contrary to the documentation, gives error and quit further processing.",2021-11-03 18:56:50,2021-10-01 05:16:00,P1 normal,
3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,214609,File System,btrfs,fs_btrfs,NEW, ---,"Filesystem goes readonly soon after mount, cannot free space or rebalance",2021-10-02 17:46:18,2021-10-02 17:46:00,P1 normal,
3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,214939,File System,btrfs,fs_btrfs,NEW, ---,btrfs message told me to post here,2021-11-16 05:14:00,2021-11-04 00:44:00,P1 normal,
3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,214969,File System,btrfs,fs_btrfs,NEW, ---,btrfs inode error on arm64 devices,2021-11-13 21:16:48,2021-11-08 19:31:00,P1 high,
3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,215005,File System,btrfs,fs_btrfs,NEW, ---,memory leak shows up while running btrfs-progs 5.15 testsuite,2022-03-20 18:07:55,2021-11-13 16:39:00,P1 normal,
