,Unnamed: 0,Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
15053,15053,182261,File System,96,fs_ext4,NEW, ---,deleted files reappear,2016-10-26 20:40:55
15054,15054,186981,File System,96,fs_ext4,NEW, ---,ext4 is not working on kernel 4.8.6,2016-11-09 19:30:10
15055,15055,194071,File System,96,fs_ext4,NEW, ---,data loss using fallocate and mmap,2017-09-05 10:02:27
15056,15056,194607,File System,96,fs_ext4,NEW, ---,unable to change passwd upon a hard reboot,2017-02-16 15:05:28
15057,15057,194689,File System,96,fs_ext4,NEW, ---,tune2fs: bugs in handling resize inode/undo file handling,2017-02-24 07:15:42
15058,15058,194693,File System,96,fs_ext4,NEW, ---,repeated ext4 corruption,2017-02-24 08:34:56
15059,15059,194695,File System,96,fs_ext4,NEW, ---,size overflow detected in function ext4_mb_new_group_pa,2017-02-28 05:28:49
15060,15060,195561,File System,96,fs_ext4,NEW, ---,suspicious persistent ext4-fs error: ext4_validate_block_bitmap:395: [proc] bg 17: block 557056: invalid block bitmap,2017-05-14 18:20:46
15061,15061,195733,File System,96,fs_ext4,NEW, ---,"jbd2: [suggested patch]spotted dirty metadata buffer (dev = sda1, blocknr = 1766784).there's a risk of filesystem corruption in case of system crash.",2017-05-16 12:19:01
15062,15062,195757,File System,1,fs_ext4,NEW, ---,warning: cpu: 0 pid: 761 at /home/kernel/cod/linux/fs/super.c:1281 super_setup_bdi_name+0xcf/0xe0,2017-05-14 18:10:19
15063,15063,195893,File System,96,fs_ext4,NEW, ---,blocksize changing +1 / bad geometry /,2017-06-22 08:14:10
15064,15064,196223,File System,96,fs_ext4,NEW, ---,jdb2 journal - hung after suspend-resume test,2017-07-12 14:17:57
15065,15065,196405,File System,96,fs_ext4,NEW, ---,mkdir mishandles st_nlink in ext4 directory with 64997 subdirectories,2017-07-25 09:05:59
15066,15066,197315,File System,96,fs_ext4,NEW, ---,ext4 filesystem does not use its badblock list fully,2017-10-19 03:27:01
15067,15067,197335,File System,96,fs_ext4,NEW, ---,inode exhaustion should be logged to dmesg,2017-10-31 15:25:52
15068,15068,198187,File System,96,fs_ext4,NEW, ---,jbd2_log_wait_commit hangs,2019-01-02 17:22:28
15069,15069,198301,File System,96,fs_ext4,NEW, ---,ext4 fails to create symlink if target length is greater than block size (but smaller than path_max),2018-01-14 00:16:34
15070,15070,198505,File System,96,fs_ext4,NEW, ---,errors from ext4 fs when resuming from single hibernation image,2018-01-18 16:19:35
15071,15071,199087,File System,96,fs_ext4,NEW, ---,"ext4-fs (dm-8): write access unavailable, skipping orphan cleanup",2018-03-12 15:18:32
15072,15072,199803,File System,96,fs_ext4,NEW, ---,out-of-bounds memcpy via non-inline system.data xattr,2018-05-24 19:53:27
15073,15073,200681,File System,96,fs_ext4,NEW, ---,[inline_data] read() does not see what write() has just written through different fd in the same thread,2018-10-14 07:29:22
15074,15074,200739,File System,96,fs_ext4,NEW, ---,i/o error on read-ahead inode blocks does not get detected or reported,2018-08-07 03:27:06
15075,15075,200753,File System,96,fs_ext4,NEW, ---,write i/o error for inode structure leads to operation failure without any warning or error,2018-08-07 20:42:18
15076,15076,202485,File System,96,fs_ext4,NEW, ---,chmod'ed permission not persisted upon fsync,2019-02-02 14:29:50
15077,15077,202771,File System,96,fs_ext4,NEW, ---,malformed file name generates some issues.,2019-03-10 19:36:24
15078,15078,202877,File System,96,fs_ext4,NEW, ---,failure at fs/jbd2/commit.c:818/jbd2_journal_commit_transaction()!,2019-03-25 04:01:42
15079,15079,202879,File System,96,fs_ext4,NEW, ---,segmentation fault while running crafted program,2019-04-05 20:12:00
15080,15080,202897,File System,96,fs_ext4,NEW, ---,bug: unable to handle kernel paging request at __memmove,2019-04-05 22:42:34
15081,15081,202925,File System,96,fs_ext4,NEW, ---,bug: failure at fs/buffer.c:195/__find_get_block_slow()!,2019-03-21 10:49:03
15082,15082,203107,File System,96,fs_ext4,NEW, ---,bad page map in process during boot,2019-08-05 19:17:23
15083,15083,203317,File System,96,fs_ext4,NEW, ---,warning: cpu: 2 pid: 925 at fs/ext4/inode.c:3897 ext4_set_page_dirty+0x39/0x50,2019-09-10 14:21:16
15084,15084,203319,File System,96,fs_ext4,NEW, ---,[xfstests generic/538]: unaligned direct aio find ext4 corruption,2019-05-24 05:20:08
15085,15085,203391,File System,96,fs_ext4,NEW, ---,hit kernel panic when build linux-next with ubuntu 18.04,2019-04-23 03:22:31
15086,15086,203943,File System,96,fs_ext4,NEW, ---,ext4 corruption after raid6 degraded; e2fsck skips block checks and fails,2019-06-22 08:06:09
15087,15087,204285,File System,96,fs_ext4,NEW, ---,ext2fs_check_desc: corrupt group descriptor: bad block for block bitmap (and unable to set superblock flags),2019-07-23 12:42:26
15088,15088,205197,File System,96,fs_ext4,NEW, ---,kernel bug at fs/ext4/extents_status.c:884,2019-10-24 06:58:13
15089,15089,205571,File System,96,fs_ext4,NEW, ---,potential data race on ext4_setattr around inode->i_mtime with ftruncate and readv,2019-11-18 22:23:08
15090,15090,205609,File System,96,fs_ext4,NEW, ---,multiple bugs in __ext4_expand_extra_isize (oob write and uaf write),2020-04-09 01:50:19
15091,15091,205667,File System,96,fs_ext4,NEW, ---,inserted microsd cards are always read-only in lenovo miix 2 10,2019-11-26 23:34:50
15092,15092,205957,File System,96,fs_ext4,NEW, ---,ext4 64 bit hash breaks 32 bit glibc 2.28+,2020-10-02 10:34:52
15093,15093,206061,File System,96,fs_ext4,NEW, ---,"poor nvme ssd support, ext4 re-mounted",2020-01-02 15:16:25
15094,15094,206419,File System,96,fs_ext4,NEW, ---,online resize + fstrim -> bad block checksum,2020-02-04 23:40:58
15095,15095,206443,File System,96,fs_ext4,NEW, ---,general protection fault in ext4 during simultaneous online resize and write operations,2020-06-29 04:27:24
15096,15096,206613,File System,96,fs_ext4,NEW, ---,on hitting tab key from terminal against a directory name ending with ':\' doesnot shows files/dir inside it,2020-02-21 21:26:10
15097,15097,206879,File System,96,fs_ext4,NEW, ---,"""extent tree corrupted"" after several syscalls involving ext4_ioc_swap_boot on a sparse file",2020-03-18 15:07:32
15098,15098,207367,File System,96,fs_ext4,NEW, ---,accraid / aptec / microsemi / ext4 / larger then 16tb,2020-04-21 23:15:58
15099,15099,207635,File System,96,fs_ext4,NEW, ---,ext4-fs error (device sda3): ext4_lookup:1701: inode #...: comm find: casefold flag without casefold feature; ext4-fs (sda3): remounting filesystem read-only,2020-05-12 00:55:04
15100,15100,208271,File System,96,fs_ext4,NEW, ---,occurred when tried to create an ext4 filesystem on an exfat micro-sd. trace is in description,2020-06-21 20:40:06
15101,15101,210185,File System,96,fs_ext4,NEW, ---,kernel bug at fs/ext4/page-io.c:126!,2021-02-18 12:57:20
15102,15102,211733,File System,96,fs_ext4,NEW, ---,ext4 file system unrecoverable corruption,2021-02-17 16:37:59
15103,15103,211819,File System,96,fs_ext4,NEW, ---,processes stuck in d-state after accessing ext4+fast_commit+fscrypt,2022-03-25 22:36:16
15104,15104,211951,File System,96,fs_ext4,NEW, ---,warning: cpu: 1 pid: 304 at fs/ext4/xattr.c:1643 ext4_xattr_set_entry+0x30e2/0x3830,2021-06-28 16:17:06
15105,15105,211971,File System,96,fs_ext4,NEW, ---,incorrect fix by e2fsck for blocks_count corruption,2021-03-03 17:18:12
15106,15106,213357,File System,96,fs_ext4,NEW, ---,chattr +e writes invalid checksum to extent block,2021-12-09 12:30:50
15107,15107,213539,File System,96,fs_ext4,NEW, ---,kasan: use-after-free write in ext4_put_super,2021-06-25 13:34:12
15108,15108,213627,File System,96,fs_ext4,NEW, ---,fail to read block descriptors data of ext4 filesystem,2021-07-01 00:24:04
15109,15109,214327,File System,96,fs_ext4,NEW, ---,"cant't shutdown or reboot: loop messages ""ext4_writepages: jbd2_start: err -30""",2021-09-06 08:25:39
15110,15110,214813,File System,96,fs_ext4,NEW, ---,out-of-bounds read in ext4_search_dir when mounting and operating on a crafted ext4 image,2021-11-19 00:21:43
15111,15111,214819,File System,96,fs_ext4,NEW, ---,bug() triggered in ext4_inode_journal_mode on mounting crafted image,2021-10-26 02:39:57
15112,15112,214881,File System,96,fs_ext4,NEW, ---,"whole file system down, dmesg say kernel bug",2021-10-30 07:32:16
15113,15113,214917,File System,96,fs_ext4,NEW, ---,5.15: kernel bug at fs/ext4/inode.c:1721!,2021-11-03 19:33:36
15114,15114,215225,File System,96,fs_ext4,NEW, ---,fuzz: page fault and infinite loop after mount and operate on crafted image,2021-12-26 00:03:22
15115,15115,215227,File System,96,fs_ext4,NEW, ---,fuzz: page fault in fs/ext4/namei.c: do_split when crafted image is mounted and operated,2021-12-05 20:41:59
15116,15116,215712,File System,96,fs_ext4,NEW, ---,kernel deadlocks while mounting the image,2022-03-24 12:46:26
15117,15117,215818,File System,96,fs_ext4,NEW, ---,fuzz: kasan: slab-out-of-bounds in fs/ext4/xattr.c: ext4_xattr_set_entry(),2022-04-08 02:24:06
15118,15118,215838,File System,96,fs_ext4,NEW, ---,fuzz: kasan: use-after-free in fs/ext4/namei.c:ext4_insert_dentry() when mount and operate on a corrupted image,2022-04-14 19:28:52
15119,15119,215879,File System,96,fs_ext4,NEW, ---,ext4-fs error - __ext4_find_entry:1612: inode #2: comm systemd: reading directory lblock 0,2022-04-25 04:12:03
15120,15120,215931,File System,96,fs_ext4,NEW, ---,kernel bug at fs/ext4/ext4.h:3369!,2022-05-02 05:54:03
15121,15121,215932,File System,96,fs_ext4,NEW, ---,kernel hangs after mounting the image,2022-05-02 06:24:20
15122,15122,215941,File System,96,fs_ext4,NEW, ---,fuzz: bug() triggered in fs/ext4/extent.c:ext4_ext_determine_hole() when mount and operate on crafted image,2022-05-04 19:43:33
15123,15123,215065,File System,98,fs_gfs2,NEW, ---,kernel bug at fs/gfs2/glock.c:332!,2021-11-18 15:15:12
15124,15124,42342,File System,99,fs_hfs,NEW, ---,oops reading hfs: general protection fault: 0000 [#1] smp,2015-06-07 14:54:59
15125,15125,42596,File System,99,fs_hfs,NEW, ---,hfsplus crash while deleting a large file system,2016-03-20 10:15:47
15126,15126,42810,File System,99,fs_hfs,NEW, ---,hfs/hfsplus return eacces instead of enotdir when trying to descend into a *file*,2016-03-20 10:15:40
15127,15127,63841,File System,99,fs_hfs,NEW, ---,hfsplus: crash in bnode_read,2015-06-07 14:51:26
15128,15128,75941,File System,99,fs_hfs,NEW, ---,[bisected]access to resource fork of hfs+ broken after commit b18825a7c8e37a7cf6abb97a12a6ad71af160de7,2016-03-20 09:49:21
15129,15129,77721,File System,99,fs_hfs,NEW, ---,hfsplus: most files appear as zero bytes,2016-03-20 11:29:43
15130,15130,78761,File System,99,fs_hfs,NEW, ---,"hfs+ unable to access random files after a while -- ""ls : invalid argument""",2016-03-20 10:05:01
15131,15131,98241,File System,99,fs_hfs,NEW, ---,suspected bug in fs/hfsplus/catalog.c ‘hfsplus_delete_cat’ (misleading indentation),2016-03-20 10:06:58
15132,15132,192611,File System,99,fs_hfs,NEW, ---,hfsplus: crash and fs-corruption on delete of many files,2017-01-15 17:32:50
15133,15133,200285,File System,99,fs_hfs,NEW, ---,out-of-bound access in hfsplus_bmap_alloc() when calling setxattr() on a corrupted hfs+ image,2018-06-27 03:32:32
15134,15134,200287,File System,99,fs_hfs,NEW, ---,out-of-bound access in hfsplus_bnode_copy() when calling setxattr() on a corrupted hfs+ image,2018-06-27 03:36:07
15135,15135,200289,File System,99,fs_hfs,NEW, ---,kernel panic when calling setxattr() on a corrupted hfs+ image,2018-06-27 03:41:11
15136,15136,200291,File System,99,fs_hfs,NEW, ---,kernel panic when invoking setxattr() on a hfs+ image,2018-06-27 03:50:12
15137,15137,200293,File System,99,fs_hfs,NEW, ---,out-of-bound access in hfsplus_bnode_read(),2018-06-27 03:53:10
15138,15138,200295,File System,99,fs_hfs,NEW, ---,bug() in hfsplus_create_attributes_file() when calling setxattr(),2018-06-27 03:56:34
15139,15139,200297,File System,99,fs_hfs,NEW, ---,kernel panic in hfsplus_lookup() when open a file in a corrupted hfs+ filesystem,2018-06-27 04:00:23
15140,15140,200299,File System,99,fs_hfs,NEW, ---,kernel panic because mount() hfsplus image does not always return correct value,2018-06-27 04:05:45
15141,15141,208631,File System,99,fs_hfs,NEW, ---,client nfsv4 mounting causes kernel panic on the server,2020-07-20 20:07:33
15142,15142,49561,File System,100,fs_ocfs2,NEW, ---,[bisected]ocfs2 hangs on readlink syscall,2016-03-20 10:12:42
15143,15143,72571,File System,100,fs_ocfs2,NEW, ---,[bisected]mkfs.ocfs2 panics the kernel due to null ptr,2016-03-20 11:31:14
15144,15144,73881,File System,100,fs_ocfs2,NEW, ---,kernel bug at fs/ocfs2/dlm/dlmmaster.c:166,2015-02-20 21:50:11
15145,15145,91521,File System,100,fs_ocfs2,NEW, ---,ocfs2 crash causing all nfs mounts to freeze. (kernel bug at fs/ocfs2/inode.c:260!),2016-03-20 11:33:58
15146,15146,92071,File System,100,fs_ocfs2,NEW, ---,[patch?] ocfs2 (o2cb default mode) ignores umask,2016-03-20 11:17:13
15147,15147,92851,File System,100,fs_ocfs2,NEW, ---,kernel bug at fs/ocfs2/dlm/dlmmaster.c:1667,2016-03-20 11:30:15
15148,15148,194391,File System,100,fs_ocfs2,NEW, ---,"fs: ocfs2: uptodate.c: set_buffer_uptodate(bh) is not clearing if __ocfs2_set_buffer_uptodate fails, which it can.",2017-02-07 06:13:51
15149,15149,196539,File System,100,fs_ocfs2,NEW, ---,hung processes accesing ocfs2 filesystem. kernel bug at /build/linux-7r1uuf/linux-3.13.0/fs/ocfs2/reservations.c,2017-07-30 17:11:36
15150,15150,197041,File System,100,fs_ocfs2,NEW, ---,kernel bug at fs/ocfs2/alloc.c:1515!,2017-09-26 03:47:07
15151,15151,214915,File System,100,fs_ocfs2,NEW, ---,resizing an ocfs2 filesystem creates no syslog message,2021-11-02 14:24:24
15152,15152,34402,File System,1,fs_other,NEW, ---,error-valued pointer dereferences in ntfs,2014-06-25 15:50:10
15153,15153,34432,File System,1,fs_other,NEW, ---,error-valued pointer dereferences in cramfs,2014-06-25 15:51:37
15154,15154,42940,File System,1,fs_other,NEW, ---,kernel bug at /home/apw/cod/linux/fs/fuse/inode.c:117!,2016-03-20 10:13:40
15155,15155,52691,File System,1,fs_other,NEW, ---,[bisected]kdump/kexec fails to launch to collect crash core when kernel crashed,2016-03-20 10:12:59
15156,15156,55741,File System,1,fs_other,NEW, ---,inotify: missing in_unmount event on 'mount --bind' unmount,2016-03-20 10:15:17
15157,15157,56551,File System,1,fs_other,NEW, ---,fanotify_user.c blows up on large files (needs o_largefile support),2016-03-20 09:48:08
15158,15158,60751,File System,1,fs_other,NEW, ---,error with ufs module compiled as r/w,2017-06-23 23:40:19
15159,15159,60861,File System,1,fs_other,NEW, ---,[patch]dentry lock contention with directory watched by fsnotify,2016-03-20 09:46:03
15160,15160,61271,File System,1,fs_other,NEW, ---,hardlinks fail when linking across bind mounts on same filesystem,2016-03-07 15:22:54
15161,15161,62011,File System,1,fs_other,NEW, ---,[<ffffffffa070d1f3>] ? fscache_object_work_func+0xb3/0x1f0 [fscache] / bug: unable to handle kernel null pointer dereference at 0000000000000002,2013-09-30 11:32:11
15162,15162,63591,File System,1,fs_other,NEW, ---,"mishandled corruption of primary gpt table, failure to boot",2019-05-30 23:15:39
15163,15163,63951,File System,1,fs_other,NEW, ---,loading fld module (lustre) crashes kernel,2014-07-14 14:09:25
15164,15164,65241,File System,1,fs_other,NEW, ---,race condition  between wake_up_interruptible()  from interrupt and select,2013-11-25 13:57:11
15165,15165,66491,File System,1,fs_other,NEW, ---,kernel bug at fs/dcache.c:917 during unmounting gfs2 partition,2013-12-04 10:55:12
15166,15166,66891,File System,1,fs_other,NEW, ---,read_bytes doesn't increment if read from cache,2013-12-12 06:19:05
15167,15167,72291,File System,1,fs_other,NEW, ---,infinite loop in __break_lease on x86-64 up,2016-03-20 11:33:04
15168,15168,72971,File System,1,fs_other,NEW, ---,unnecessary limitation on ntfs volume size on some 32-bit architectures,2016-03-20 11:31:44
15169,15169,77111,File System,1,fs_other,NEW, ---,inotify: inotify_add_watch reuses watch descriptor id before the queue is drained of events with the same id,2016-03-20 11:29:37
15170,15170,77591,File System,1,fs_other,NEW, ---,multiple nilfs2 error bad btree node,2014-06-10 09:13:23
15171,15171,78471,File System,1,fs_other,NEW, ---,missing variable's state check of the parameter in function hpfs_fill_super(),2016-03-20 11:30:09
15172,15172,80581,File System,1,fs_other,NEW, ---,"fs/ubifs/{sb,super}.c: two pointless tests ?",2016-03-20 11:25:20
15173,15173,83891,File System,1,fs_other,NEW, ---,/proc/self/uid_map and /proc/self/gid_map aren't writable for a nondumpable process,2016-03-20 11:36:17
15174,15174,85331,File System,1,fs_other,NEW, ---,nilfs: warning: mark_buffer_dirty,2016-03-20 11:22:13
15175,15175,85971,File System,1,fs_other,NEW, ---,powertec-type partition table may be erroneously detected,2016-03-20 11:22:40
15176,15176,86041,File System,1,fs_other,NEW, ---,procfs: /proc/$pid/maps always shows kernel pids,2016-03-20 11:35:17
15177,15177,86291,File System,1,fs_other,NEW, ---,inconsistent inheriting of attributes to the parent process,2016-03-20 11:23:23
15178,15178,86781,File System,1,fs_other,NEW, ---,fanotify does not create events for double mounted file systems.,2016-03-20 11:21:40
15179,15179,87931,File System,1,fs_other,NEW, ---,inotify: incorrect handling of hard links for in_modify events,2016-03-20 11:18:59
15180,15180,89041,File System,1,fs_other,NEW, ---,overlayfs: fanotify events not created,2016-03-20 11:18:28
15181,15181,90991,File System,1,fs_other,NEW, ---,overlayfs - fail to mount for ubuntu livecd mode.,2016-03-20 11:17:46
15182,15182,91881,File System,1,fs_other,NEW, ---,potential race condition in search_binary_handler,2015-01-23 10:55:24
15183,15183,92471,File System,1,fs_other,NEW, ---,epoll: bug: unable to handle kernel paging request,2016-03-20 11:18:01
15184,15184,92991,File System,1,fs_other,NEW, ---,f2fs do not show cyrillic filenames,2016-03-20 10:17:54
15185,15185,93441,File System,1,fs_other,NEW, ---,add at_empty_path ability to unlinkat() and renameat() for direct use of fds,2018-10-29 08:35:35
15186,15186,94161,File System,1,fs_other,NEW, ---,rpmdb error occurs when trying to use docker with overlayfs,2016-03-20 10:08:28
15187,15187,96101,File System,1,fs_other,NEW, ---,after overlayfs merge nfs boot with overlays based root is broken,2021-12-30 20:31:10
15188,15188,96461,File System,1,fs_other,NEW, ---,the wrong return value of function gfs2_set_dqblk(),2015-04-16 05:34:15
15189,15189,96601,File System,1,fs_other,NEW, ---,add some event mask to fanotify interface,2016-03-20 09:46:22
15190,15190,96751,File System,1,fs_other,NEW, ---,the wrong return value of function ubifs_fill_super(),2015-04-16 07:29:28
15191,15191,96821,File System,1,fs_other,NEW, ---,devtmpfs filesystem type is the same as tmpfs,2016-03-20 11:25:08
15192,15192,98251,File System,1,fs_other,NEW, ---,suspected bug in drivers/staging/lustre/lustre/llite/llite_lib.c ‘ll_setattr_raw’ (misleading indentation),2016-03-20 10:07:04
15193,15193,99331,File System,1,fs_other,NEW, ---,kernel bug at fs/cachefiles/rdwr.c,2016-02-15 21:47:00
15194,15194,101561,File System,1,fs_other,NEW, ---,please add ntfs write support,2016-02-19 13:32:20
15195,15195,101771,File System,1,fs_other,NEW, ---,general protection fault after using overlayfs,2016-03-20 10:02:48
15196,15196,103071,File System,1,fs_other,NEW, ---,"dead ""security.*"" xattr code in ubifs",2016-03-20 10:00:20
15197,15197,104261,File System,1,fs_other,NEW, ---,lockfile fails on fuse encfs,2016-03-20 10:00:42
15198,15198,105741,File System,1,fs_other,NEW, ---,ufs rw support fails with 3.19.0-26-generic,2016-03-20 10:17:42
15199,15199,107321,File System,1,fs_other,NEW, ---,writing to /proc/[pid]/coredump_filter always fails with esrch,2016-03-20 09:56:13
15200,15200,107531,File System,1,fs_other,NEW, ---,"frontend (terminal) lockup in stable 4.3.0, but system accessible via ssh",2016-03-20 09:55:35
15201,15201,109151,File System,1,fs_other,NEW, ---,"[f2fs] kernel bug ""invalid opcode: 0000 [#1] preempt smp""",2016-03-20 09:54:03
15202,15202,109611,File System,1,fs_other,NEW, ---,(overlayfs) moving a file to a directory that exists only in `upper` and deleting it creates unnecessary whiteout file,2016-08-15 13:10:10
15203,15203,109621,File System,1,fs_other,NEW, ---,support more than 4kb (page size) worth of ro layers in overlayfs,2016-03-20 09:57:19
15204,15204,110491,File System,1,fs_other,NEW, ---,overlayfs: getcwd fails after trying to rmdir non-empty current working dir,2016-03-20 10:03:14
15205,15205,112081,File System,1,fs_other,NEW, ---,"nilfs2 - crash on boot, +-5 seconds after / is mounted.",2016-08-01 06:45:50
15206,15206,113301,File System,1,fs_other,NEW, ---,device-based /proc/sys,2016-03-20 09:52:22
15207,15207,113881,File System,1,fs_other,NEW, ---,file to query multiple files in /proc,2016-03-20 09:51:33
15208,15208,114831,File System,1,fs_other,NEW, ---,keeping as much as possible informations from zombie processes alive,2016-03-20 09:51:25
15209,15209,115971,File System,1,fs_other,NEW, ---,fuse blocks umount(8) indefinitely,2016-04-07 18:18:17
15210,15210,116241,File System,1,fs_other,NEW, ---,"writeback, cgroup: access to unlocked inode in locked_inode_to_wb_and_lock_list()",2016-04-13 15:32:39
15211,15211,116261,File System,1,fs_other,NEW, ---,"function fuse_flush_writepages in fs/fuse/file.c uses size_t instead of loff_t, leading to data loss on all 32-bit systems",2017-03-04 15:00:05
15212,15212,116341,File System,1,fs_other,NEW, ---,overlayfs - bug,2016-04-15 06:39:14
15213,15213,116461,File System,1,fs_other,NEW, ---,pax: size overflow in function environ_read fs/proc/base.c,2016-07-17 22:35:09
15214,15214,116681,File System,1,fs_other,NEW, ---,trigger bug_on and system restart,2016-08-05 03:37:57
15215,15215,117341,File System,1,fs_other,NEW, ---,unable to mount overlayfs over autofs,2016-04-28 16:47:11
15216,15216,117981,File System,1,fs_other,NEW, ---,f2fs/overlayfs: error when building a docker image 'readdirent: no such file or directory',2016-05-15 12:31:37
15217,15217,120051,File System,1,fs_other,NEW, ---,on function fsnotify issue.,2016-06-12 06:25:12
15218,15218,120301,File System,1,fs_other,NEW, ---,f2fs data corruption since upgrade to 4.6.2,2016-06-14 22:21:57
15219,15219,121031,File System,1,fs_other,NEW, ---,codedump file size: the limit doesn't functions correctly.,2016-06-27 09:15:21
15220,15220,150711,File System,1,fs_other,NEW, ---,kernel bug at fs/attr.c:238! - when installing slackware packages on overlayfs,2016-08-03 17:24:58
15221,15221,151291,File System,1,fs_other,NEW, ---,(overlayfs) opaque flag not reset after directory copy up,2016-08-02 19:04:39
15222,15222,151551,File System,1,fs_other,NEW, ---,fanotify: fanotify_mark freezes kernel,2016-08-05 12:18:06
15223,15223,177801,File System,1,fs_other,NEW, ---,unable to handle kernel null pointer dereference at fuse_setattr,2016-11-06 19:06:50
15224,15224,183461,File System,1,fs_other,NEW, ---,mkdir(2) returns eoverflow on tmpfs in user namespace,2020-01-24 01:25:34
15225,15225,187421,File System,1,fs_other,NEW, ---,/sys/fs/fuse/connections not available after returning from its initialization function,2016-11-10 22:55:29
15226,15226,187471,File System,1,fs_other,NEW, ---,f2fs as rootfs does not boot since 4.6 without explicit module inclusion in initramfs,2020-06-16 19:28:49
15227,15227,190011,File System,1,fs_other,NEW, ---,set the default value of max_user_watches to the max,2018-03-21 19:11:02
15228,15228,191821,File System,1,fs_other,NEW, ---,kernel versions later than 3.12.62-55-desktop for opensuse 13.1 crash,2017-01-06 12:52:36
15229,15229,193351,File System,1,fs_other,NEW, ---,sdh and sii descriptors of file 9 is frequently cleaned by chkdsk. the cause is probably ntfs-3g.,2017-01-27 16:36:24
15230,15230,194251,File System,1,fs_other,NEW, ---,fs/inode.c    find_inode_fast inode data structure null,2017-02-07 05:21:42
15231,15231,194639,File System,1,fs_other,NEW, ---,cachefiles: kernel bug at fs/cachefiles/namei.c:197,2018-07-24 14:18:01
15232,15232,194681,File System,1,fs_other,NEW, ---,errors when trying to use usb3 -> sata3 adapter and bluray drive.,2017-12-06 11:21:26
15233,15233,194943,File System,1,fs_other,NEW, ---,ubifs: failed to read/write file when contiguous pages are not enough,2017-03-20 03:39:44
15234,15234,195113,File System,1,fs_other,NEW, ---,overlayfs documentation appears to be wrong,2020-07-02 01:10:00
15235,15235,195271,File System,1,fs_other,NEW, ---,overlayfs stores nfs states forever,2017-04-06 19:16:05
15236,15236,195273,File System,1,fs_other,NEW, ---,overlayfs must support to track changes in upper level,2017-04-06 19:36:39
15237,15237,195453,File System,1,fs_other,NEW, ---,"race on fs/exec with fs_struct in_exec flag, introduced in commit 498052bba55ecaff58db6a1436b0e25bfd75a7ff",2021-04-16 01:24:27
15238,15238,195655,File System,1,fs_other,NEW, ---,procfs mount options are only evaluated during the first mount,2017-05-04 17:01:09
15239,15239,195697,File System,1,fs_other,NEW, ---,reading 0 bytes first from /proc files causes corrupt reads later,2017-05-09 13:13:10
15240,15240,195721,File System,1,fs_other,NEW, ---,[ufs] large files are truncated when copying from ufs filesystem,2017-06-06 16:28:39
15241,15241,196181,File System,1,fs_other,NEW, ---,[kasan] - use-after-scope in ep_poll,2017-06-24 13:14:14
15242,15242,196329,File System,1,fs_other,NEW, ---,f2fs-fs: is_alive: valid data with mismatched node version.,2017-07-11 22:13:31
15243,15243,196387,File System,1,fs_other,NEW, ---,cannot write to ntfs mounted volumes,2017-07-16 11:58:57
15244,15244,196565,File System,1,fs_other,NEW, ---,bug: unable to handle kernel null pointer;  ip: sysfs_kf_seq_show+0xaa/0x1a0,2017-08-02 09:11:50
15245,15245,197049,File System,1,fs_other,NEW, ---,"in file fs/iomap.c, there has missed check for the ""bio_alloc""",2017-09-27 07:14:55
15246,15246,197083,File System,1,fs_other,NEW, ---,kernel oops with f2fs update_sit_entry,2017-09-30 03:45:35
15247,15247,197811,File System,1,fs_other,NEW, ---,32-bit lseek system call doesn't report eoverflow on a 64-bit kernel,2017-11-07 22:21:41
15248,15248,198903,File System,1,fs_other,NEW, ---,overlayfs: unable to write to files,2018-02-23 08:22:42
15249,15249,199013,File System,1,fs_other,NEW, ---,"overlay of nfs+tmpfs says unsupported operation, but works with ramfs",2018-03-05 13:52:47
15250,15250,199039,File System,1,fs_other,NEW, ---,cannot see/access processes via /proc when using hidepid,2018-03-06 21:45:36
15251,15251,199165,File System,1,fs_other,NEW, ---,sata commands in wrong order for smr device,2018-03-21 23:20:09
15252,15252,199257,File System,1,fs_other,NEW, ---,selinux options too optional,2018-04-01 21:41:48
15253,15253,199361,File System,1,fs_other,NEW, ---,ntfs driver fails on utf-16 smp characters in file names,2018-04-13 03:37:29
15254,15254,199593,File System,1,fs_other,NEW, ---,"""bug: unable to handle kernel null pointer dereference at 0000000000000038 in ida_remove()"" due to race between remove_proc_subtree() and proc_readdir_de()",2018-05-02 12:43:07
15255,15255,199789,File System,1,fs_other,NEW, ---,blocking on dumping core of a process using fanotify permission checking,2018-05-21 18:29:58
15256,15256,199993,File System,1,fs_other,NEW, ---,autofs browsable for wildcard mounts,2018-06-08 15:07:22
15257,15257,200041,File System,1,fs_other,NEW, ---,make error fs/aufs/loop.h,2018-06-12 09:19:20
15258,15258,200147,File System,1,fs_other,NEW, ---,warning at fs/overlayfs/readdir.c:415 ovl_iterate,2018-07-03 14:50:44
15259,15259,200203,File System,1,fs_other,NEW, ---,ubsan: undefined behaviour in fs/iomap.c:line,2018-06-22 23:30:21
15260,15260,200205,File System,1,fs_other,NEW, ---,ubsan: undefined behaviour in fs/open.c:line,2018-06-22 23:32:33
15261,15261,200207,File System,1,fs_other,NEW, ---,ubsan: undefined behaviour in fs/read_write.c:91,2018-06-22 23:34:49
15262,15262,200231,File System,1,fs_other,NEW, ---,stack overflow in gfs2_block_map() when mounting a corrupted gfs2 image,2018-06-24 04:03:57
